City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,inarajan village,13.2736,144.7484,28.54,82,50,11.31,GU,1707010064
284,geraldton,-28.7667,114.6,24.23,53,0,10.29,AU,1707010065
285,badger,64.8,-147.5333,-34.45,71,0,0.0,US,1707010066
286,vadso,70.0744,29.7487,-2.91,86,100,5.14,NO,1707010066
287,taltal,-25.4,-70.4833,20.12,85,22,1.35,CL,1707010067
288,malabar,-33.9667,151.25,34.31,59,0,3.6,AU,1707010068
289,khairpur tamewah,29.5811,72.2364,12.01,68,30,4.71,PK,1707010069
290,tomigusuku,26.185,127.675,24.3,83,75,1.03,JP,1707010069
291,palembang,-2.9167,104.7458,25.05,94,20,1.03,ID,1707010060
292,demba,-5.51,22.2667,21.63,92,100,0.64,CD,1707010071
293,aripuana,-9.1667,-60.6333,23.2,99,100,0.9,BR,1707010071
294,talcahuano,-36.7167,-73.1167,17.82,63,0,6.17,CL,1707010072
295,loralai,30.3705,68.598,5.46,83,75,0.75,PK,1707010073
296,north bondi,-33.8824,151.2769,34.4,60,0,3.6,AU,1707010073
297,nikki,9.9401,3.2108,23.22,15,23,3.03,BJ,1707010074
298,huainan,32.6264,116.9969,-2.07,97,100,4.23,CN,1707010075
299,port moresby,-9.4431,147.1797,31.68,62,40,4.12,PG,1707010075
300,shyshaky,49.8817,34.0112,3.8,86,100,7.24,UA,1707010076
301,ust-nera,64.5667,143.2,-22.88,97,100,2.18,RU,1707010076
302,nabire,-3.3667,135.4833,29.69,69,64,1.17,ID,1707010077
303,hisar,29.1667,75.7167,12.6,73,100,1.22,IN,1707010078
304,bitam,2.076,11.5007,21.39,94,100,0.21,GA,1707010078
305,callao,-12.0667,-77.15,27.07,78,40,6.69,PE,1707010079
306,shortandy,51.7006,70.9994,-3.28,95,100,7.84,KZ,1707010080
307,suntar,62.1444,117.6319,-26.97,96,100,1.83,RU,1707010080
308,hotan,37.0997,79.9269,-4.85,81,100,1.76,CN,1707010081
309,okakarara,-20.5833,17.4333,21.19,73,98,3.29,,1707010082
310,kintinku,-5.8833,35.2333,19.76,97,100,1.6,TZ,1707010083
311,darwin,-12.4611,130.8418,32.16,77,40,7.2,AU,1707009605
312,kyaikkami,16.08,97.5675,23.52,67,10,3.08,MM,1707010084
313,gadani,25.1185,66.7299,19.12,87,100,6.62,PK,1707010084
314,tsetserleg,47.475,101.4542,-13.5,89,100,0.99,MN,1707010085
315,saint-pierre,-21.3393,55.4781,20.82,73,0,3.6,RE,1707010086
316,oyotun,-6.8519,-79.3036,25.55,80,100,1.78,PE,1707010086
317,amet,25.3,73.9333,17.11,60,96,2.4,IN,1707010087
318,east london,-33.0153,27.9116,24.57,88,95,3.72,ZA,1707010087
319,tazovsky,67.4667,78.7,-14.68,94,100,2.1,RU,1707010088
320,krasnyy yar,46.5331,48.3456,0.96,82,100,6.75,RU,1707010089
321,vila velha,-20.3297,-40.2925,25.97,93,75,1.54,BR,1707010089
322,mvurwi,-17.0333,30.85,15.53,96,67,1.59,ZW,1707010090
323,rybinsk,58.0446,38.8426,-6.49,95,100,4.02,RU,1707010090
324,bubaque,11.2833,-15.8333,25.93,78,0,3.83,GW,1707010091
325,aasiaat,68.7098,-52.8699,-31.59,94,31,2.15,GL,1707010092
326,kailua-kona,19.6406,-155.9956,26.95,79,100,3.6,US,1707010092
327,igarka,67.4667,86.5833,-13.36,96,100,3.76,RU,1707010093
328,forde,61.4522,5.8572,4.41,93,100,5.66,NO,1707010094
329,yanbu,24.0891,38.0637,11.02,62,0,0.0,SA,1707010094
330,nieuw amsterdam,5.8833,-55.0833,26.09,88,15,4.64,SR,1707010095
331,baoding,38.8511,115.4903,-1.69,46,100,1.18,CN,1707010095
332,canico,32.6333,-16.85,18.73,74,40,3.09,PT,1707010096
333,tver,56.8619,35.8931,-1.51,98,100,4.02,RU,1707010097
334,yermakovskoye,53.2831,92.4003,-22.49,99,83,1.13,RU,1707010097
335,bridgewater,44.3835,-64.5155,-3.18,85,100,11.32,CA,1707010016
336,kirensk,57.7853,108.1119,-31.69,100,73,0.45,RU,1707010099
337,nanlong,31.3533,106.0631,5.13,85,100,1.86,CN,1707010099
338,osa,57.2829,55.4567,-10.99,97,100,1.91,RU,1707010100
339,harstad,68.799,16.5293,-1.03,96,100,18.33,NO,1707010101
340,dimona,31.0667,35.0333,8.03,51,0,2.62,IL,1707010101
341,novaya lyalya,59.055,60.599,-13.58,96,100,2.72,RU,1707010102
342,i-n-salah,27.1935,2.4607,12.28,49,0,6.77,DZ,1707010103
343,saint-philippe,-21.3585,55.7679,20.77,73,91,3.89,RE,1707010103
344,mahibadhoo,3.7833,72.9667,27.91,76,100,5.64,MV,1707010104
345,ulladulla,-35.35,150.4667,34.32,41,98,4.66,AU,1707010104
346,moab,38.5733,-109.5498,6.38,59,29,2.69,US,1707009966
347,rabigh,22.7986,39.0349,18.97,45,100,4.51,SA,1707010108
348,sandwich,41.6459,-88.6217,1.23,87,0,4.63,US,1707010108
349,namtsy,62.7161,129.6658,-40.78,99,63,0.41,RU,1707010109
350,vega de alatorre,20.0333,-96.6333,23.51,72,0,4.24,MX,1707010110
351,tanjungtiram,4.0613,98.3699,24.57,88,91,0.97,ID,1707009974
352,gisborne,-38.6533,178.0042,20.07,46,0,3.57,NZ,1707010112
353,sassandra,4.95,-6.0833,26.57,85,100,2.69,CI,1707010112
354,laojunmiao,39.8333,97.7333,-9.82,46,2,2.4,CN,1707010113
355,grand falls-windsor,48.9332,-55.6649,-4.16,90,100,3.58,CA,1707010003
356,lannemezan,43.1252,0.384,3.05,78,39,1.59,FR,1707010115
357,remire-montjoly,4.9167,-52.2667,27.02,94,20,2.06,GF,1707010116
358,cockburn town,21.4612,-71.1419,22.98,56,20,1.54,TC,1707009908
359,mbandaka,0.0487,18.2603,22.73,88,100,0.72,CD,1707010119
360,maceio,-9.6658,-35.7353,26.69,94,75,3.09,BR,1707010120
361,lompoc,34.6391,-120.4579,13.21,77,100,4.12,US,1707010017
362,lata,40.1629,-8.3327,8.29,82,2,1.46,PT,1707010122
363,phan rang-thap cham,11.5667,108.9833,25.55,65,12,2.3,VN,1707010123
364,qandala,11.472,49.8728,23.46,74,86,1.67,SO,1707010125
365,krasnyy chikoy,50.3643,108.7512,-22.33,99,100,0.89,RU,1707010126
366,arawa,-6.2132,155.5367,32.23,62,31,1.17,PG,1707010127
367,alik ghund,30.4896,67.5226,-1.48,79,10,0.52,PK,1707009857
368,coquimbo,-29.9533,-71.3436,19.85,77,0,2.06,CL,1707010128
369,san juan de miraflores,-12.1629,-76.9635,26.21,74,91,3.1,PE,1707010129
370,dubbo,-32.25,148.6167,36.07,34,94,8.23,AU,1707010130
371,mezhdurechenskiy,59.6,65.9333,-17.49,96,100,3.75,RU,1707009978
372,malango,-2.9627,119.9001,22.91,89,100,0.58,ID,1707010132
373,college,64.8569,-147.8028,-34.4,69,20,0.0,US,1707010133
374,necochea,-38.5473,-58.7368,18.29,52,100,8.27,AR,1707010134
375,dhi as sufal,13.8345,44.1147,15.26,88,32,0.27,YE,1707010136
376,mgandu,-5.95,34.1333,16.12,94,63,1.24,TZ,1707010137
377,gur'yevsk,54.2833,85.9333,-5.92,90,100,6.19,RU,1707010139
378,grajau,-5.8194,-46.1386,23.26,94,100,0.59,BR,1707010142
379,vilyuysk,63.7553,121.6247,-27.78,98,100,2.24,RU,1707010146
380,sankeshwar,16.2667,74.4833,16.8,44,48,2.33,IN,1707010147
381,taro,-8.3862,115.28,22.0,92,100,1.04,ID,1707010151
382,kamensk-ural'skiy,56.4185,61.9329,-9.5,96,100,1.09,RU,1707010152
383,vratimov,49.77,18.3102,8.8,87,20,8.75,CZ,1707010152
384,deoranian,28.6333,79.4833,13.55,71,100,4.92,IN,1707010153
385,pestretsy,55.7531,49.6545,-7.92,100,96,1.67,RU,1707010154
386,barranca,-10.75,-77.7667,23.61,84,100,2.42,PE,1707010154
387,mansa,29.9833,75.3833,12.87,88,100,0.36,IN,1707010155
388,sibolga,1.7427,98.7792,25.33,85,86,1.22,ID,1707010156
389,conception bay south,47.4999,-52.9981,-0.81,90,100,7.85,CA,1707010157
390,nova sintra,14.8667,-24.7167,21.47,69,100,4.07,CV,1707010157
391,mumford,5.2618,-0.759,25.77,92,8,2.5,GH,1707010158
392,kotabumi,-4.8333,104.9,24.9,91,99,1.45,ID,1707010159
393,dryden,49.7833,-92.7503,2.16,64,20,2.06,CA,1707010159
394,juegang,32.3174,121.1855,4.86,91,100,5.29,CN,1707010160
395,manismata,-2.4667,111.0333,24.55,94,100,1.21,ID,1707010160
396,antonio enes,-16.2325,39.9086,25.45,89,53,2.09,MZ,1707010161
397,brookings,44.3114,-96.7984,1.77,98,100,4.12,US,1707010162
398,tromso,69.6496,18.957,-1.99,86,75,2.06,NO,1707010162
399,sulak,43.2734,47.5146,3.96,90,100,2.82,RU,1707010163
400,mumbai,19.0144,72.8479,25.99,47,5,2.06,IN,1707009983
401,luga,58.7372,29.8453,-0.78,91,100,2.91,RU,1707010027
402,pedernales,18.0384,-71.744,24.16,80,2,0.26,DO,1707010165
403,christchurch,-43.5333,172.6333,27.96,40,6,6.17,NZ,1707010092
404,axim,4.8699,-2.2405,25.98,94,81,0.83,GH,1707010166
405,vytegra,61.0064,36.4481,-6.47,90,100,3.13,RU,1707010167
406,mashava,-20.0367,30.4823,16.88,79,6,1.32,ZW,1707010167
407,tecolotlan,20.2167,-104.05,21.06,25,3,2.43,MX,1707010168
408,cranbrook,49.4999,-115.7688,2.91,93,100,1.03,CA,1707010169
409,rawson,-43.3002,-65.1023,15.32,45,42,7.19,AR,1707010169
410,greymouth,-42.4667,171.2,16.42,65,96,2.47,NZ,1707010170
411,severo-vostotchnyi bank,39.4112,49.2479,6.15,74,12,2.42,AZ,1707010170
412,hithadhoo,-0.6,73.0833,27.61,75,96,1.78,MV,1707010036
413,clear lake,43.138,-93.3794,0.92,79,100,2.06,US,1707010172
414,ivdel',60.6911,60.4206,-12.67,96,100,2.24,RU,1707010172
415,ghat,24.9647,10.1728,9.19,30,0,1.74,LY,1707010173
416,marcali,46.585,17.412,1.93,81,100,2.18,HU,1707010173
417,ad dabbah,18.05,30.95,13.92,28,10,4.69,SD,1707010174
418,richards bay,-28.783,32.0377,22.69,81,80,4.18,ZA,1707010075
419,hachinohe,40.5,141.5,2.25,52,14,5.32,JP,1707010175
420,maruoka,36.1534,136.2703,6.94,69,17,4.09,JP,1707010176
421,kimbe,-5.5502,150.1429,31.29,65,24,2.76,PG,1707010177
422,paita,-5.0892,-81.1144,24.78,79,100,5.3,PE,1707010177
423,chibougamau,49.9168,-74.3659,-12.21,92,0,1.03,CA,1707010178
424,bernalda,40.4128,16.692,9.31,73,7,3.6,IT,1707010178
425,sola,-13.8833,167.55,28.31,81,100,9.16,VU,1707010179
426,peto,20.1333,-88.9167,24.8,71,50,2.97,MX,1707010180
427,diu,20.7141,70.9822,22.4,52,5,3.46,IN,1707010180
428,juneau,58.3019,-134.4197,-0.5,100,100,1.54,US,1707009990
429,lamu,-2.2717,40.902,26.3,80,18,5.44,KE,1707010182
430,conde,-7.2597,-34.9075,26.7,78,0,3.09,BR,1707010182
431,vodnyy,63.5046,53.4095,-13.23,93,100,4.22,RU,1707010183
432,armacao de buzios,-22.7469,-41.8817,27.03,92,100,5.52,BR,1707010183
433,piti village,13.4626,144.6933,28.49,77,40,9.77,GU,1707010184
434,bantogon,6.5333,124.0333,28.48,72,20,2.1,PH,1707010185
435,kajaani,64.2273,27.7285,-2.97,74,0,5.66,FI,1707010185
436,qarazhal,48.0078,70.7903,-7.27,85,100,5.67,KZ,1707010186
437,theniet el had,35.8711,2.0281,5.07,66,0,1.96,DZ,1707010186
438,sutherlin,43.3901,-123.3126,8.68,70,14,1.24,US,1707010187
439,piacabucu,-10.4056,-36.4344,26.03,81,18,3.06,BR,1707010188
440,kismayo,-0.3582,42.5454,26.85,82,36,5.97,SO,1707010188
441,khorixas,-20.3667,14.9667,21.93,80,100,2.3,,1707010189
442,kyzyl-suu,42.3414,78.0056,-8.0,55,76,3.79,KG,1707010190
443,macapa,0.0389,-51.0664,26.99,89,0,3.6,BR,1707010190
444,xilin hot,43.9667,116.0333,-22.63,89,94,2.06,CN,1707010149
445,saint-joseph,-21.3667,55.6167,20.21,73,72,4.27,RE,1707010191
446,francisco sa,-16.4758,-43.4883,22.08,69,89,2.6,BR,1707010192
447,komsomol'skiy,43.9783,46.6985,-0.08,93,100,3.01,RU,1707010193
448,labytnangi,66.6572,66.4183,-24.55,100,100,0.98,RU,1707010193
449,sumenep,-7.0167,113.8667,27.55,80,100,2.62,ID,1707010194
450,vieste,41.8825,16.175,13.09,48,38,0.8,IT,1707010195
451,hilo,19.7297,-155.09,23.94,63,75,6.17,US,1707010174
452,hasaki,35.7333,140.8333,6.27,89,100,4.91,JP,1707010196
453,malvan,16.0667,73.4667,22.52,61,88,2.44,IN,1707010197
454,alofi,-19.0595,-169.9187,30.94,70,98,5.14,NU,1707010197
455,aykhal,66.0,111.5,-27.96,78,29,1.46,RU,1707010045
456,jertih,5.7336,102.4897,24.34,80,37,1.08,MY,1707010199
457,paka,4.6374,103.4368,25.96,83,20,0.51,MY,1707010200
458,mhamid,29.82,-5.72,10.45,32,7,3.03,MA,1707010203
459,karratha,-20.7377,116.8463,30.82,55,94,8.05,AU,1707010204
460,plastun,44.7561,136.2939,-9.43,51,0,4.4,RU,1707010206
461,kerikeri,-35.2268,173.9474,23.69,40,0,3.16,NZ,1707010207
462,nar'yan-mar,67.6713,53.087,-13.27,84,17,7.15,RU,1707010207
463,baswa,27.15,76.5833,16.06,69,100,1.89,IN,1707010208
464,ndelele,4.0333,14.9333,20.21,38,58,0.97,CM,1707010209
465,borogontsy,62.6683,131.1683,-35.67,97,62,0.45,RU,1707010210
466,warrenton,-28.114,24.8475,21.39,52,8,2.5,ZA,1707010210
467,tsagan aman,47.5639,46.7218,0.39,89,97,8.51,RU,1707010211
468,margate,51.3813,1.3862,11.6,87,100,3.58,GB,1707010185
469,tshikapa,-6.4167,20.8,21.5,88,95,0.77,CD,1707010081
470,tamanrasset,22.785,5.5228,5.95,22,0,2.57,DZ,1707010213
471,khanty-mansiysk,61.0042,69.0019,-25.94,76,20,1.0,RU,1707010213
472,ampanihy,-24.7,44.75,23.72,70,72,2.46,MG,1707010214
473,alice springs,-23.7,133.8833,33.75,22,100,4.63,AU,1707010206
474,siyabuswa,-25.1132,29.0445,20.54,71,29,3.32,ZA,1707010216
475,colonia,50.9333,6.95,10.59,91,100,3.6,DE,1707010151
476,lincheng,19.9078,109.6858,23.11,82,25,0.25,CN,1707010227
477,magadan,59.5667,150.8,-17.27,73,91,3.92,RU,1707010228
478,salinopolis,-0.6136,-47.3561,26.52,85,46,4.33,BR,1707010236
479,la cruz,23.9167,-106.9,18.44,67,0,4.11,MX,1707010238
480,vung tau,10.346,107.0843,26.41,73,5,3.6,VN,1707010239
481,chulakkurgan,43.765,69.1814,-3.02,79,100,7.32,KZ,1707010240
482,sinabang,2.4803,96.3801,27.13,76,87,1.21,ID,1707010241
483,racale,39.9631,18.0938,11.25,73,0,1.67,IT,1707010242
484,nizhneudinsk,54.9076,99.0276,-17.69,97,93,1.1,RU,1707010243
485,ranot,7.7777,100.3213,27.36,70,67,2.57,TH,1707010244
486,port augusta,-32.5,137.7667,39.7,11,95,7.04,AU,1707010244
487,sandnessjoen,66.0217,12.6316,0.29,85,100,14.68,NO,1707010166
488,sisimiut,66.9395,-53.6735,-20.95,86,76,4.14,GL,1707010246
489,vorkuta,67.5,64.0,-22.1,97,18,1.96,RU,1707010247
490,dauphin,51.1494,-100.0502,2.08,93,100,1.54,CA,1707010055
491,juquitiba,-23.9317,-47.0683,25.2,95,100,1.01,BR,1707010248
492,kidal,18.4411,1.4078,15.21,13,2,5.55,ML,1707010250
493,key largo,25.0865,-80.4473,22.22,60,2,3.51,US,1707009994
494,indre arna,60.4247,5.4764,4.12,99,100,2.57,NO,1707010253
495,kapit,2.0167,112.9333,23.84,100,100,0.19,MY,1707010254
496,kruisfontein,-34.0033,24.7314,21.05,91,99,4.28,ZA,1707010255
497,port saint john's,-31.6229,29.5448,22.08,83,11,2.74,ZA,1707010163
498,kirakira,-10.4544,161.9205,30.46,70,82,5.94,SB,1707010257
499,boa vista,2.8197,-60.6733,31.99,40,0,5.14,BR,1707010258
500,parras de la fuente,25.4167,-102.1833,14.42,15,0,2.39,MX,1707010259
501,burao,9.5221,45.5336,16.88,90,34,3.17,SO,1707010260
502,mendi,-6.1761,143.6513,21.12,63,100,2.19,PG,1707010261
503,punta del este,-34.9667,-54.95,27.06,65,40,3.09,UY,1707010202
504,talnakh,69.4865,88.3972,-14.33,96,100,3.88,RU,1707010262
505,tambopata,-12.7333,-69.1833,24.25,85,1,0.67,PE,1707010262
506,stilfontein,-26.8449,26.7683,16.49,71,51,1.94,ZA,1707010263
507,gaomi,36.3833,119.7528,-0.13,44,100,4.37,CN,1707010264
508,ambovombe,-25.1667,46.0833,21.38,82,3,2.46,MG,1707010264
509,kudahuvadhoo,2.6708,72.8944,27.3,79,90,5.29,MV,1707010265
510,cuauhtemoc,28.4167,-106.8667,5.13,42,0,11.2,MX,1707010266
511,turan,16.0678,108.2208,23.99,88,40,1.03,VN,1707010267
512,antsiranana,-12.2787,49.2917,24.71,89,100,0.46,MG,1707010267
513,le vauclin,14.5452,-60.8388,26.06,79,11,1.77,MQ,1707010108
514,fabriano,43.3406,12.9073,8.76,74,20,3.35,IT,1707010147
515,itapirapua,-15.8233,-50.6133,22.42,84,100,1.77,BR,1707010269
516,salalah,17.0151,54.0924,24.05,31,0,5.66,OM,1707010270
517,mount pearl,47.5166,-52.7813,-1.14,91,100,7.72,CA,1707010271
518,beira,-19.8436,34.8389,22.89,90,11,2.5,MZ,1707010271
519,barentu,15.1139,37.5928,16.33,57,12,1.47,ER,1707010272
520,bandon,51.7469,-8.7425,11.77,96,100,6.9,IE,1707010272
521,chui,-33.6971,-53.4616,22.56,83,25,2.69,UY,1707010273
522,yarmouth,41.7057,-70.2286,1.65,58,20,12.07,US,1707010274
523,simdega,22.6167,84.5167,17.04,39,0,0.84,IN,1707010275
524,roma,43.2128,-75.4557,-0.27,79,100,2.57,US,1707010276
525,luwuk,-0.9516,122.7875,30.82,67,61,1.21,ID,1707010276
526,yuxia,34.0615,108.6291,-2.66,86,97,1.73,CN,1707010277
527,krasnomayskiy,57.6194,34.4099,0.09,98,100,5.32,RU,1707010278
528,selkirk,50.1436,-96.8845,1.2,97,42,2.73,CA,1707010278
529,areka,7.0667,37.7,17.75,72,89,2.25,ET,1707010279
530,binji,13.2228,4.9096,19.02,14,6,7.12,NG,1707010280
531,ylitornio,66.3089,23.6773,-4.24,97,100,2.47,FI,1707010281
532,valparaiso,-33.0393,-71.6273,18.8,82,0,5.66,CL,1707010284
533,katsuren-haebaru,26.3369,127.8719,24.43,79,75,2.57,JP,1707010284
534,zurrieq,35.8311,14.4742,10.73,76,0,3.6,MT,1707010285
535,bereeda,11.8704,51.0579,23.9,80,57,2.89,SO,1707010286
536,kotido,2.9806,34.1331,23.0,54,65,3.71,UG,1707010287
537,primero de mayo,-32.2552,-58.4228,30.31,48,1,2.22,AR,1707010288
538,at taj,24.2049,23.2857,7.08,53,0,3.22,LY,1707010289
539,depok,-6.4,106.8186,29.55,77,40,2.57,ID,1707010290
540,santanyi,39.3546,3.1291,10.07,83,10,3.41,ES,1707010291
541,nishinoomote,30.7333,131.0,15.31,100,75,3.6,JP,1707010291
542,hailey,43.5196,-114.3153,0.5,80,100,5.14,US,1707010114
543,calabozo,8.9242,-67.4293,30.49,49,67,1.74,VE,1707010293
544,lashio,22.9333,97.75,14.54,54,0,0.63,MM,1707010294
545,hadibu,12.65,54.0333,24.02,78,47,4.26,YE,1707010164
546,mahanoro,-19.9,48.8,24.2,82,95,1.44,MG,1707010295
547,gamba,-2.65,10.0,25.43,86,100,1.05,GA,1707010296
548,sarmiento,-45.5882,-69.07,17.81,25,66,0.95,AR,1707010297
549,kitimat,54.0524,-128.6534,-0.05,85,72,1.34,CA,1707010297
550,fort bragg,35.139,-79.006,5.75,80,0,0.0,US,1707010298
551,luebo,-5.35,21.4167,21.3,85,97,0.33,CD,1707010298
552,conceicao da barra,-18.5933,-39.7322,23.8,92,57,1.86,BR,1707010299
553,isangel,-19.55,169.2667,33.06,66,75,2.06,VU,1707010300
554,balabac,7.9868,117.0645,27.94,75,100,5.36,PH,1707010300
555,arar,30.9753,41.0381,7.01,76,0,2.06,SA,1707010301
556,constitucion,-35.3333,-72.4167,16.13,74,0,6.56,CL,1707010118
557,chonchi,-42.6128,-73.8092,13.56,78,46,0.48,CL,1707010302
558,novaya mayna,54.15,49.75,-13.91,98,100,2.22,RU,1707010302
559,el granada,37.5027,-122.4694,12.94,81,100,7.2,US,1707010303
560,san gabriel,34.0961,-118.1058,14.32,64,100,3.09,US,1707010126
561,seydi,39.4816,62.9137,-0.14,54,7,1.81,TM,1707010304
562,ambon,-3.6954,128.1814,33.08,62,20,4.12,ID,1707010305
563,la manga del mar menor,37.6413,-0.7165,11.9,93,40,2.06,ES,1707010306
564,waingapu,-9.6567,120.2641,30.82,68,34,3.23,ID,1707010307
565,ust'-kulom,61.6864,53.6902,-11.95,94,100,3.17,RU,1707010308
566,china,25.7,-99.2333,21.1,33,0,4.51,MX,1707010309
567,ennis,52.8436,-8.9864,9.96,93,75,3.6,IE,1707010309
568,banda aceh,5.5577,95.3222,27.37,74,43,2.39,ID,1707010310
569,port angeles,48.1181,-123.4307,8.34,81,0,1.54,US,1707010305
570,sarikamis,40.3381,42.5731,-14.7,98,99,1.63,TR,1707010311
